ID,Language
4105,English
4106,English
4106,French
4106,Romanian
4106,Dutch
4106,Mandarin
4107,Spanish
4108,Spanish
4108,English
4109,English
4110,English
4111,English
4112,English
4113,English
4114,Russian
4115,English
4116,Italian
4117,English
4118,English
4120,Japanese
4120,English
4121,Dutch
4122,English
4123,English
4124,English
4125,English
4126,English
4127,Russian
4128,Arabic
4129,English
4129,French
4129,German
4130,English
4130,German
4130,Spanish
4131,English
4131,Spanish
4131,German
4132,English
4133,English
4134,English
4134,Spanish
4135,English
4136,English
4137,English
4138,English
4139,French
4139,English
4140,English
4141,English
4142,Norwegian
4143,English
4143,Spanish
4143,German
4143,French
4144,English
4146,Italian
4146,English
4146,French
4146,German
4147,English
4148,Japanese
4149,English
4150,English
4151,Spanish
4152,English
4153,English
4154,English
4155,English
4156,English
4157,English
4158,French
4158,English
4159,English
4160,Mandarin
4161,Arabic
4161,German
4161,English
4162,English
4163,English
4164,English
4165,English
4166,English
4167,English
4168,English
4169,English
4170,English
4171,English
4172,English
4173,English
4174,English
4175,Arabic
4176,English
4177,English
4178,English
4179,English
4180,English
4181,English
4182,English
4183,French
4183,Hebrew
4184,English
4185,English
4186,English
4187,English
4188,English
4189,English
4190,English
4191,English
4192,English
4193,English
4193,Danish
4193,Spanish
4193,Albanian
4193,Swedish
4193,French
4194,English
4195,English
4196,English
4197,English
4198,English
4199,English
4200,English
4200,Spanish
4200,Italian
4201,English
4202,French
4202,German
4202,English
4202,Italian
4203,Italian
4203,English
4203,French
4203,German
4204,Icelandic
4204,English
4205,English
4205,Spanish
4206,English
4207,English
4208,Korean
4208,English
4208,Tagalog
4209,English
4209,Spanish
4210,Japanese
4210,English
4211,English
4212,English
4213,English
4215,English
4216,English
4217,Spanish
4217,English
4218,English
4219,English
4220,English
4221,Spanish
4222,Japanese
4222,English
4223,English
4224,Japanese
4224,English
4225,English
4226,English
4226,Danish
4227,English
4228,English
4229,English
4230,English
4231,English
4232,English
4233,English
4234,English
4235,English
4236,English
4238,English
4239,English
4240,English
4241,English
4242,English
4243,English
4244,English
4244,French
4245,English
4246,English
4247,English
4248,English
4249,English
4250,English
4251,Korean
4252,English
4253,Spanish
4254,English
4255,English
4256,Japanese
4257,English
4258,English
4258,French
4259,English
4260,English
4260,Spanish
4260,Japanese
4260,Russian
4260,Chinese
4261,English
4262,English
4263,English
4264,English
4265,English
4266,Thai
4267,English
4268,English
4269,English
4270,English
4271,English
4272,English
4273,English
4274,English
4275,English
4276,English
4277,English
4278,Spanish
4279,English
4280,English
4281,English
4282,English
4283,English
4285,English
4286,Danish
4286,English
4287,English
4288,English
4288,Klingon
4289,English
4290,English
4291,English
4292,English
4293,English
4294,English
4295,English
4296,English
4297,English
4298,English
4299,English
4300,English
4301,English
4302,English
4303,English
4304,English
4305,English
4306,English
4307,English
4308,English
4309,English
4309,German
4310,English
4311,English
4312,English
4313,English
4314,English
4315,English
4316,English
4317,English
4318,Malayalam
4319,English
4320,English
4322,English
4323,English
4324,English
4325,English
4326,English
4327,English
4328,English
4329,English
4330,English
4332,English
4333,English
4334,English
4335,English
4336,English
4337,English
4337,Arabic
4338,English
4339,English
4340,English
4341,English
4342,English
4343,Mandarin
4343,English
4344,English
4345,English
4346,English
4347,English
4348,English
4349,English
4350,English
4350,French
4351,English
4352,English
4352,French
4352,Swiss German
4353,English
4354,English
4355,English
4356,English
4357,English
4358,English
4359,English
4360,English
4361,English
4362,English
4363,English
4364,French
4364,English
4364,Japanese
4364,Portuguese
4364,Chinese
4365,English
4366,English
4366,Spanish
4366,Japanese
4367,English
4368,English
4369,English
4370,English
4371,English
4372,English
4373,English
4374,English
4375,Chinese
4375,English
4375,Japanese
4376,English
4377,English
4377,Russian
4378,English
4379,English
4381,English
4382,English
4383,English
4384,English
4385,English
4386,English
4387,English
4388,English
4389,English
4390,English
4391,French
4391,English
4392,English
4392,Spanish
4393,English
4394,English
4395,English
4396,English
4397,English
4398,English
4399,English
4401,English
4402,English
4403,English
4404,English
4405,English
4406,Russian
4407,English
4408,English
4409,English
4411,English
4411,French
4412,English
4413,English
4414,English
4415,English
4416,English
4417,Spanish
4418,English
4419,English
4420,English
4421,English
4422,English
4423,English
4424,English
4425,English
4426,English
4427,English
4428,English
4429,English
4430,English
4431,English
4432,English
4433,English
4434,English
4435,English
4436,English
4436,Spanish
4438,Japanese
4439,English
4439,Russian
4439,Hindi
4440,English
4440,French
4441,French
4441,English
4441,German
4441,Russian
4442,English
4443,English
4444,English
4445,Korean
4445,Japanese
4446,English
4447,Spanish
4448,English
4448,Spanish
4449,English
4449,Italian
4449,German
4450,English
4450,Swedish
4451,English
4451,Urdu
4452,English
4453,Korean
4453,English
4454,English
4455,English
4456,English
4456,Norwegian
4456,French
4457,English
4458,English
4458,Spanish
4459,English
4460,English
4461,French
4461,English
4462,English
4463,English
4463,French
4463,Russian
4464,English
4464,Hebrew
4465,English
4466,Mandarin
4466,English
4466,Japanese
4466,Italian
4467,Korean
4467,Japanese
4468,None
4468,French
4469,English
4470,English
4471,German
4472,Spanish
4472,English
4472,French
4472,German
4472,Italian
4473,Maya
4474,English
4475,English
4476,English
4476,Spanish
4477,English
4478,English
4479,English
4479,French
4480,English
4480,Quechua
4480,Spanish
4480,German
4481,English
4482,English
4482,German
4482,Russian
4483,English
4484,Indonesian
4484,English
4485,English
4486,English
4487,English
4488,English
4489,English
4490,English
4491,English
4492,English
4492,German
4492,Swahili
4493,English
4493,Welsh
4494,Hindi
4495,English
4496,English
4497,Korean
4497,Russian
4498,Hindi
4499,Swedish
4499,Persian
4500,English
4500,Spanish
4501,English
4502,English
4502,Swedish
4503,Italian
4503,German
4503,English
4504,Persian
4504,English
4505,Korean
4506,English
4506,French
4507,Hindi
4507,English
4507,French
4507,Japanese
4507,Dutch
4509,French
4509,Spanish
4510,English
4511,English
4511,Vietnamese
4512,Arabic
4512,English
4513,English
4514,English
4515,English
4515,Middle English
4516,English
4516,Spanish
4517,Indonesian
4518,Polish
4518,French
4518,Croatian
4518,German
4518,Russian
4518,Serbian
4518,Italian
4519,English
4520,English
4520,Spanish
4521,Hindi
4522,English
4523,English
4523,Italian
4524,English
4524,Hebrew
4524,Russian
4525,English
4526,English
4526,Spanish
4527,Dutch
4527,German
4527,English
4527,Hebrew
4528,English
4528,Cornish
4529,English
4529,French
4530,English
4531,Italian
4531,English
4532,Hindi
4533,English
4534,English
4534,Russian
4534,Italian
4535,English
4535,French
4536,English
4537,English
4538,English
4539,English
4539,Russian
4540,English
4540,French
4540,German
4540,Arabic
4541,English
4541,French
4542,English
4542,Spanish
4542,Papiamento
4542,Russian
4542,Latin
4543,English
4544,French
4544,English
4545,English
4546,English
4546,Italian
4546,Latin
4547,English
4548,Hindi
4549,English
4550,Mandarin
4550,Cantonese
4550,English
4551,German
4551,Spanish
4551,Italian
4551,English
4552,English
4552,Spanish
4553,English
4554,English
4555,English
4555,Danish
4556,English
4557,English
4558,Norwegian
4558,Swedish
4559,English
4560,English
4561,English
4562,English
4563,English
4564,English
4565,English
4566,English
4567,English
4568,English
4569,English
4570,English
4571,English
4571,Spanish
4572,English
4573,English
4573,Latin
4574,English
4575,English
4576,English
4577,English
4578,English
4579,English
4579,Russian
4580,English
4581,Danish
4582,English
4582,German
4582,French
4583,English
4583,French
4583,Danish
4584,German
4585,English
4586,English
4587,English
4587,Russian
4588,English
4588,Spanish
4589,Mandarin
4589,French
4590,English
4590,Italian
4591,Kannada
4592,Telugu
4592,Tamil
4593,English
4593,Russian
4593,German
4593,French
4593,Finnish
4593,Italian
4594,English
4595,English
4596,English
4597,English
4597,French
4597,Latin
4598,English
4598,Portuguese
4598,Tupi
4598,Spanish
4598,German
4599,Hindi
4600,English
4601,English
4602,French
4602,English
4602,Latin
4603,English
4604,English
4605,English
4605,Russian
4606,English
4606,German
4606,Dutch
4606,Polish
4606,Latin
4607,English
4607,French
4608,English
4609,English
4610,Arabic
4610,English
4610,Turkish
4611,Swedish
4611,Italian
4611,English
4611,French
4612,French
4612,German
4613,Hindi
4614,English
4615,Portuguese
4615,Greek
4616,English
4616,Persian
4617,English
4618,German
4619,Hindi
4619,Indonesian
4619,Italian
4620,English
4621,English
4622,English
4623,English
4624,English
4625,French
4626,English
4627,English
4627,Italian
4628,English
4628,French
4629,Hindi
4629,Haryanvi
4630,German
4630,Swiss German
4630,Afrikaans
4631,English
4632,English
4633,English
4634,Spanish
4634,English
4635,English
4636,English
4637,Danish
4638,English
4638,French
4639,Hebrew
4639,Arabic
4639,English
4640,English
4640,German
4641,English
4642,English
4643,English
4643,Mandarin
4644,Spanish
4645,English
4645,Thai
4646,English
4647,English
4647,Hebrew
4648,English
4648,Russian
4648,Spanish
4648,Mandarin
4648,French
4649,French
4649,English
4650,Dutch
4650,English
4651,English
4652,English
4653,English
4654,English
4654,Russian
4655,French
4655,English
4656,English
4657,English
4658,English
4659,Dutch
4660,Hindi
4661,English
4662,English
4662,French
4663,English
4664,English
4665,English
4665,German
4665,French
4665,Russian
4666,Hindi
4667,English
4668,Cantonese
4668,Japanese
4668,Korean
4668,Mandarin
4669,English
4670,English
4671,English
4672,English
4672,Romanian
4672,Russian
4672,Serbian
4672,Ukrainian
4673,Italian
4674,English
4674,Japanese
4675,Italian
4675,English
4676,Italian
4677,English
4678,Hindi
4678,Urdu
4678,English
4678,Telugu
4679,English
4679,Japanese
4679,Korean
4680,English
4681,English
4681,Spanish
4682,English
4683,Swedish
4684,English
4685,Italian
4686,English
4687,English
4687,Spanish
4688,Hindi
4689,French
4690,English
4691,English
4691,Irish
4692,English
4693,English
4694,English
4695,Tamil
4695,Sinhalese
4695,English
4696,French
4697,Norwegian
4697,German
4697,Danish
4697,Swedish
4697,English
4698,English
4700,English
4701,Finnish
4701,English
4701,Norwegian
4702,English
4703,English
4704,English
4705,English
4706,English
4707,Norwegian
4707,English
4707,German
4708,English
4709,English
4710,Italian
4711,English
4712,English
4713,English
4713,Russian
4713,Spanish
4714,English
4714,Italian
4715,English
4715,Spanish
4716,English
4717,Icelandic
4718,English
4719,English
4720,English
4721,Chinese
4721,Mandarin
4722,English
4723,English
4724,English
4725,English
4726,English
4727,English
4728,English
4728,French
4729,Swedish
4729,Danish
4730,English
4730,Inuktitut
4731,English
4732,English
4732,Spanish
4733,English
4734,English
4734,Spanish
4735,English
4736,English
4736,Italian
4737,French
4737,English
4738,English
4739,English
4740,English
4741,English
4742,English
4743,English
4744,German
4744,French
4744,French Sign Language
4745,Hungarian
4745,German
4745,English
4745,Yiddish
4745,Hebrew
4745,Polish
4746,English
4747,English
4748,English
4749,English
4749,German
4750,English
4751,English
4752,Spanish
4752,Guarani
4752,Korean
4753,English
4754,English
4755,English
4756,English
4756,French
4757,Italian
4757,Swiss German
4757,Danish
4758,English
4759,French
4759,English
4760,English
4760,Spanish
4761,English
4762,English
4763,English
4764,English
4765,English
4766,English
4766,Maori
4767,English
4768,Hindi
4768,Tamil
4768,Telugu
4769,English
4770,English
4771,English
4772,Hungarian
4772,Russian
4773,Korean
4773,English
4774,English
4774,Spanish
4774,Icelandic
4774,Maltese
4774,Russian
4775,English
4775,German
4776,Mandarin
4776,Hakka
4777,English
4778,English
4779,English
4780,English
4780,Spanish
4781,English
4782,English
4783,English
4783,French
4783,Latin
4783,Portuguese
4783,Spanish
4784,French
4785,English
4785,Aboriginal
4786,English
4787,English
4788,Italian
4789,English
4790,English
4791,French
4791,German
4792,Hindi
4793,English
4794,English
4795,English
4795,Hindi
4796,English
4797,Flemish
4797,Dutch
4798,English
4799,English
4799,Japanese
4800,English
4801,English
4802,English
4802,Spanish
4803,English
4804,Ukrainian
4804,Russian
4804,English
4805,English
4806,Spanish
4806,English
4807,English
4808,English
4809,English
4811,Spanish
4811,Gallegan
4812,English
4813,English
4813,German
4813,French
4814,English
4814,Spanish
4815,English
4816,English
4817,English
4818,English
4819,English
4820,English
4820,Hebrew
4821,English
4822,English
4823,English
4824,English
4824,Spanish
4825,English
4826,English
4827,English
4827,French
4827,Khmer
4827,Russian
4828,English
4829,English
4830,Turkish
4831,English
4832,English
4833,English
4834,English
4834,Arabic
4834,Mandarin
4835,English
4836,English
4836,German
4836,Polish
4836,French
4837,Hindi
4838,Chinese
4839,Italian
4840,Japanese
4841,English
4842,English
4843,Dutch
4843,English
4844,English
4846,Hindi
4847,English
4848,English
4849,English
4849,Spanish
4850,English
4851,English
4852,English
4853,English
4854,English
4855,English
4856,English
4856,Spanish
4857,French
4858,English
4859,English
4859,Swedish
4860,Korean
4860,Japanese
4860,Czech
4860,English
4861,English
4861,German
4862,English
4863,English
4864,English
4865,English
4866,Mandarin
4866,English
4866,Japanese
4866,Shanghainese
4867,English
4868,Korean
4868,Russian
4868,English
4869,Hindi
4870,English
4871,English
4872,English
4873,English
4874,English
4875,English
4876,Hindi
4876,English
4877,English
4878,English
4879,English
4879,Swedish
4880,English
4881,English
4882,English
4883,German
4883,English
4884,English
4885,Hindi
4886,English
4887,Japanese
4888,English
4889,English
4890,English
4891,English
4892,English
4893,Tagalog
4893,Filipino
4894,English
4894,German
4895,English
4895,Italian
4896,English
4897,English
4897,Arabic
4898,English
4899,English
4900,English
4901,English
4902,Hindi
4902,Tamil
4902,Rajasthani
4903,English
4903,Arabic
4904,English
4904,Italian
4904,Russian
4905,English
4906,English
4907,English
4908,Italian
4909,English
4910,English
4911,French
4911,Italian
4911,English
4912,English
4914,French
4914,English
4915,English
4916,English
4916,Korean
4917,English
4918,Spanish
4918,English
4918,French
4919,English
4919,Japanese
4919,Spanish
4920,Cantonese
4921,English
4922,English
4923,English
4924,Spanish
4924,Italian
4925,English
4926,Hungarian
4927,English
4928,English
4929,Mandarin
4929,Cantonese
4930,English
4931,English
4932,English
4933,English
4933,Scots
4933,Latin
4934,English
4934,French
4934,Russian
4935,English
4935,Gujarati
4936,English
4936,French
4936,Turkish
4936,German
4936,Greek
4936,Italian
4937,English
4938,Japanese
4939,Hindi
4940,Romanian
4941,Turkish
4942,English
4943,English
4943,Spanish
4944,English
4945,English
4946,English
4947,Japanese
4948,English
4949,Hindi
4949,Telugu
4950,English
4950,Latin
4951,Norwegian
4951,English
4951,French
4952,Indonesian
4953,English
4954,English
4955,Hindi
4956,French
4956,German
4957,Nepali
4958,English
4959,English
4960,English
4961,English
4962,English
4963,English
4963,Italian
4963,Spanish
4964,English
4964,Polish
4964,French
4965,English
4966,English
4967,English
4967,Dutch
4967,Aboriginal
4968,English
4969,Mandarin
4970,English
4970,Italian
4971,English
4972,English
4973,English
4974,English
4975,Hebrew
4975,Italian
4976,English
4976,Irish
4977,English
4977,Filipino
4977,Spanish
4978,English
4979,English
4980,Hindi
4980,English
4981,English
4982,English
4983,English
4984,English
4984,American Sign Language
4985,English
4986,English
4986,Russian
4986,Polish
4986,German
4986,French
4986,Italian
4987,English
4988,English
4989,English
4990,English
4991,English
4992,Korean
4993,German
4993,Bulgarian
4993,English
4994,English
4994,Spanish
4995,English
4996,English
4997,English
4998,English
4999,English
5000,English
5001,Norwegian
5001,English
5002,English
5003,English
5003,French
5004,English
5005,English
5006,English
5007,English
5008,English
5008,Spanish
5009,English
5010,English
5011,Spanish
5011,English
5011,French
5012,English
5012,Urdu
5013,Italian
5013,Romanian
5014,Italian
5016,Spanish
5017,Spanish
5017,Portuguese
5018,English
5019,English
5020,English
5020,French
5021,English
5022,English
5022,French
5022,German
5022,Serbian
5023,English
5024,English
5025,English
5026,English
5026,Spanish
5027,Japanese
5028,English
5029,English
5030,English
5030,Irish
5031,French
5032,English
5032,German
5033,English
5034,English
5035,English
5036,English
5037,English
5038,English
5038,French
5038,Italian
5038,Turkish
5039,English
5040,English
5040,Swedish
5041,English
5042,English
5042,Spanish
5043,Italian
5044,French
5044,English
5044,German
5045,English
5046,Russian
5047,English
5047,Japanese
5048,French
5048,Arabic
5049,Dutch
5049,English
5049,French
5050,English
5051,English
5052,English
5052,Danish
5053,English
5054,Hindi
5054,English
5055,English
5056,Estonian
5056,Russian
5056,Armenian
5057,English
5058,English
5059,English
5060,English
5061,English
5061,Serbian
5061,French
5062,English
5063,English
5064,English
5064,French
5065,English
5066,Italian
5066,German
5067,English
5068,English
5068,Spanish
5069,English
5070,English
5071,English
5072,English
5073,Hindi
5073,English
5074,English
5075,English
5076,English
5077,English
5078,English
5079,English
5080,English
5081,English
5082,English
5083,German
5083,Ewe
5083,Portuguese
5084,English
5085,English
5085,German
5085,Norwegian
5086,English
5086,Italian
5087,English
5088,English
5088,Hebrew
5089,English
5090,Mandarin
5090,Cantonese
5091,English
5092,Hindi
5093,English
5093,Albanian
5094,English
5095,Hindi
5095,English
5096,English
5096,Ukrainian
5097,English
5098,English
5099,English
5100,English
5101,English
5101,Italian
5102,Korean
5103,English
5103,Italian
5104,Czech
5105,English
5106,English
5106,Ukrainian
5107,English
5107,French
5108,English
5109,German
5109,French
5109,Latin
5110,French
5110,English
5112,English
5113,English
5114,English
5115,English
5116,Mandarin
5117,English
5118,English
5118,Italian
5119,English
5119,Dutch
5120,Swedish
5121,French
5122,English
5123,English
5124,Cantonese
5124,Mandarin
5125,German
5126,Finnish
5128,English
5129,English
5130,English
5131,English
5132,English
5133,Urdu
5133,Norwegian
5134,English
5135,English
5136,English
5137,French
5138,English
5139,English
5140,Swiss German
5141,English
5142,English
5143,Mandarin
5144,English
5145,English
5146,English
5146,Cantonese
5146,Mandarin
5147,Arabic
5148,English
5148,Spanish
5149,English
5150,Japanese
5151,English
5152,English
5153,English
5154,Hindi
5155,English
5155,Spanish
5156,English
5157,English
5158,English
5159,Aboriginal
5159,English
5160,English
5161,English
5161,Greek
5161,Russian
5162,English
5163,Spanish
5163,Portuguese
5164,English
5165,English
5165,French
5165,Ukrainian
5166,English
5167,English
5168,English
5168,Ukrainian
5168,German
5168,French
5169,English
5169,French
5169,German
5170,Korean
5171,English
5171,Hungarian
5172,English
5173,English
5174,English
5175,Russian
5175,Italian
5175,English
5176,Hindi
5176,Gujarati
5176,English
5177,English
5178,Korean
5179,English
5180,English
5181,English
5181,Tibetan
5181,Hindi
5181,Nepali
5182,French
5183,English
5184,English
5185,English
5186,English
5187,English
5188,English
5188,Middle English
5188,Indonesian
5189,English
5189,German
5190,English
5191,English
5191,Swedish
5191,French
5191,German
5192,English
5193,English
5194,English
5195,English
5196,German
5196,Bosnian
5196,English
5197,English
5197,French
5198,English
5199,English
5200,English
5201,English
5202,English
5203,English
5205,English
5206,English
5206,French
5207,English
5208,Mandarin
5209,English
5210,English
5211,English
5212,English
5213,English
5214,English
5214,Chinese
5215,English
5216,English
5217,English
5217,French
5217,Arabic
5218,English
5219,Hindi
5220,English
5221,English
5222,English
5222,French
5222,Russian
5222,Hebrew
5222,German
5223,English
5224,English
5225,English
5226,English
5227,English
5228,Spanish
5229,English
5229,French
5229,Russian
5230,English
5231,German
5231,English
5232,English
5233,English
5234,English
5235,English
5236,English
5236,German
5236,French
5236,Italian
5237,English
5238,English
5239,English
5240,English
5241,Italian
5242,English
5243,Hindi
5244,English
5244,German
5245,Italian
5246,English
5247,English
5247,French
5248,English
5249,English
5249,Spanish
5250,English
5251,English
5252,English
5252,Japanese
5253,English
5254,English
5255,English
5255,Spanish
5256,English
5258,English
5259,English
5260,English
5260,Assyrian Neo-Aramaic
5260,Portuguese
5260,Italian
5260,Aramaic
5261,English
5262,English
5262,Russian
5262,Chinese
5263,English
5264,English
5265,English
5266,English
5267,English
5267,Spanish
5267,Chinese
5268,English
5269,English
5270,English
5271,English
5272,English
5273,English
5274,English
5275,English
5275,Spanish
5276,English
5277,Serbian
5277,Bosnian
5277,English
5278,French
5278,German
5278,English
5279,English
5279,Spanish
5280,English
5280,Pushto
5280,Dari
5281,English
5282,English
5283,English
5283,French
5283,Italian
5284,English
5285,English
5286,English
5288,English
5289,English
5290,English
5290,Arabic
5291,English
5291,Spanish
5292,English
5293,English
5294,English
5295,English
5296,English
5296,Sioux
5296,French
5297,English
5297,Greek
5298,English
5299,English
5300,English
5300,Hebrew
5301,French
5302,English
5303,English
5304,English
5305,English
5306,English
5307,English
5308,English
5309,English
5309,Dutch
5309,French
5309,German
5310,English
5311,English
5311,French
5312,English
5313,English
5313,Italian
5314,English
5315,English
5316,English
5317,English
5318,English
5319,Hindi
5319,English
5320,English
5321,Arabic
5322,English
5323,Icelandic
5324,English
5325,English
5326,English
5327,English
5328,English
5329,English
5330,Mandarin
5331,French
5331,German
5331,Yiddish
5332,English
5333,German
5333,French
5333,English
5334,English
5335,English
5336,English
5337,Hindi
5338,English
5339,Korean
5340,Arabic
5341,Korean
5341,English
5343,English
5344,English
5345,Mandarin
5345,Cantonese
5346,English
5346,German
5346,Latin
5347,French
5347,Spanish
5348,English
5349,English
5349,Mandarin
5350,French
5350,Lingala
5350,English
5351,English
5351,Hungarian
5351,Japanese
5352,English
5352,French
5352,Spanish
5352,Swahili
5353,English
5354,English
5354,German
5355,English
5356,English
5357,English
5357,Hebrew
5357,Arabic
5357,Spanish
5358,Russian
5359,English
5359,Japanese
5359,Russian
5360,Hindi
5360,English
5361,English
5362,English
5363,English
5364,German
5365,English
5366,English
5367,English
5368,English
5369,Russian
5369,English
5370,English
5371,English
5372,English
5373,English
5373,Spanish
5374,Russian
5374,Ukrainian
5374,English
5375,Portuguese
5375,German
5376,English
5377,English
5378,English
5379,English
5380,English
5381,English
5382,English
5382,French
5383,English
5384,English
5384,Yiddish
5385,English
5386,English
5387,English
5388,English
5389,English
5389,French
5389,German
5390,English
5390,French
5391,English
5392,Georgian
5393,English
5394,English
5394,French
5394,German
5394,Italian
5395,English
5396,English
5397,English
5398,Hindi
5399,English
5400,English
5401,English
5402,English
5403,English
5404,Japanese
5404,Korean
5405,English
5406,English
5406,Spanish
5407,English
5408,French
5408,English
5409,Italian
5409,Mandarin
5410,Chinese
5410,English
5411,English
5412,French
5413,English
5414,English
5415,English
5416,English
5417,English
5418,English
5419,English
5420,Romanian
5421,English
5421,French
5422,English
5422,Spanish
5422,Portuguese
5423,French
5424,English
5425,English
5425,French
5426,English
5426,Mandarin
5426,Persian
5427,English
5428,English
5429,Japanese
5430,English
5431,Turkish
5432,English
5433,English
5434,English
5435,English
5436,English
5437,English
5438,English
5439,English
5440,English
5440,French
5440,German
5441,English
5442,English
5443,French
5444,English
5446,Russian
5447,English
5447,French
5448,English
5449,English
5450,Turkish
5451,English
5452,English
5453,French
5454,Afrikaans
5455,English
5455,Japanese
5456,English
5456,Spanish
5457,English
5458,English
5459,English
5460,Tamil
5461,English
5462,English
5463,English
5464,English
5465,Arabic
5466,English
5466,Irish
5467,English
5469,Japanese
5470,French
5471,English
5472,English
5473,Tamil
5474,Korean
5474,Japanese
5474,Mandarin
5474,Russian
5474,German
5474,English
5475,Spanish
5475,English
5476,French
5476,English
5476,Spanish
5477,English
5477,Spanish
5477,Latin
5478,Hindi
5479,English
5480,Hindi
5480,English
5481,English
5482,English
5483,English
5484,Mandarin
5484,English
5484,Min Nan
5485,English
5486,English
5487,Spanish
5487,Italian
5487,English
5488,English
5488,Sioux
5489,English
5490,English
5490,Italian
5490,Bosnian
5491,English
5493,English
5494,French
5494,English
5495,English
5496,English
5497,English
5498,Czech
5499,Hindi
5500,English
5501,Swiss German
5501,German
5501,English
5501,Italian
5502,English
5503,Italian
5503,English
5503,French
5504,English
5505,English
5506,English
5507,English
5508,English
5509,French
5509,English
5509,Cantonese
5510,English
5511,English
5512,English
5513,English
5514,French
5514,English
5515,English
5516,English
5517,Italian
5518,English
5519,English
5520,French
5521,Bulgarian
5522,English
5523,Hindi
5524,Italian
5524,Spanish
5525,English
5526,Spanish
5526,English
5526,Portuguese
5527,English
5528,English
5529,English
5530,Japanese
5530,Cantonese
5531,English
5532,English
5533,English
5534,English
5534,German
5535,Japanese
5535,English
5535,Cantonese
5536,English
5537,German
5537,French
5538,Xhosa
5538,Southern Sotho
5538,English
5538,Afrikaans
5539,English
5540,Arabic
5540,Hebrew
5540,English
5540,Italian
5540,French
5541,English
5541,Cantonese
5541,Dutch
5541,French
5541,Italian
5542,English
5543,Japanese
5543,English
5544,English
5546,English
5547,English
5548,English
5548,German
5548,French
5548,Italian
5549,English
5550,English
5551,Hindi
5551,English
5552,English
5553,Spanish
5554,English
5554,Italian
5555,English
5556,English
5556,Spanish
5557,Korean
5557,English
5557,French
5558,English
5558,Bulgarian
5559,English
5560,English
5561,Italian
5561,English
5562,English
5563,English
5564,English
5565,Sicilian
5565,Italian
5565,English
5566,English
5567,English
5568,English
5569,English
5570,English
5571,German
5571,English
5571,Romanian
5572,Arabic
5572,English
5572,French
5573,English
5574,English
5575,English
5576,Italian
5576,English
5577,Korean
5578,Hebrew
5579,English
5580,English
5581,English
5582,English
5583,English
5583,German
5584,English
5585,Maya
5585,English
5585,Spanish
5586,Danish
5586,English
5587,French
5587,Italian
5587,English
5587,Arabic
5588,English
5588,Urdu
5589,Telugu
5590,English
5591,English
5591,Arabic
5591,French
5592,English
5592,French
5592,German
5592,Russian
5593,English
5594,English
5595,English
5596,English
5597,Hindi
5598,Mandarin
5599,French
5600,English
5601,English
5602,English
5603,English
5604,English
5605,English
5605,Greek
5606,English
5607,Hindi
5608,Tamil
5609,Mandarin
5610,English
5611,English
5612,English
5613,English
5614,English
5614,Catalan
5614,Spanish
5615,Mandarin
5616,Hindi
5617,English
5618,German
5618,English
5619,Cantonese
5619,Mandarin
5619,Japanese
5620,Cantonese
5620,English
5621,English
5622,English
5623,Telugu
5624,English
5625,English
5626,English
5627,Hindi
5628,English
5629,English
5630,English
5630,French
5630,Arabic
5631,English
5632,English
5633,English
5634,English
5634,Polish
5634,German
5635,Spanish
5636,English
5637,English
5638,Thai
5639,English
5640,English
5641,English
5642,English
5643,English
5644,English
5645,Cantonese
5645,Mandarin
5645,English
5645,Thai
5645,Teochew
5646,Russian
5646,French
5646,German
5646,English
5647,English
5648,French
5649,English
5651,English
5651,Spanish
5652,English
5653,Japanese
5654,English
5654,Greek
5654,Yiddish
5654,German
5655,English
5656,English
5657,English
5657,French
5657,Italian
5658,English
5659,Hebrew
5660,English
5661,English
5661,German
5662,French
5663,English
5664,English
5664,Spanish
5664,French
5664,Yoruba
5665,English
5666,English
5666,Persian
5666,Spanish
5667,English
5668,English
5668,German
5668,French
5669,English
5670,English
5671,French
5672,English
5673,English
5674,English
5675,English
5676,English
5677,English
5678,English
5679,English
5679,Italian
5680,English
5681,English
5682,English
5683,English
5684,English
5685,Spanish
5685,Quechua
5686,English
5687,English
5688,English
5689,English
5690,English
5691,English
5691,French
5691,Cantonese
5691,Gujarati
5691,Yiddish
5692,English
5693,English
5694,English
5695,Hindi
5696,English
5696,Creek
5697,English
5698,English
5699,English
5700,English
5701,Czech
5702,English
5703,English
5704,English
5705,English
5705,Chinese
5705,Arabic
5706,English
5707,English
5708,English
5709,English
5709,Spanish
5710,English
5710,Polish
5710,Arabic
5711,English
5712,English
5713,English
5714,English
5715,English
5716,Russian
5716,English
5716,Ukrainian
5717,Mandarin
5717,English
5718,English
5719,English
5720,English
5721,English
5722,English
5723,English
5723,Spanish
5724,English
5725,English
5726,English
5727,Italian
5728,French
5729,English
5730,English
5731,English
5732,Hindi
5733,English
5734,English
5735,English
5736,English
5737,English
5738,English
5739,English
5740,English
5741,English
5742,French
5742,English
5743,Portuguese
5744,English
5745,English
5746,English
5746,Hindi
5747,English
5748,English
5748,Persian
5749,Russian
5749,English
5749,Ukrainian
5750,Italian
5750,Japanese
5750,English
5751,English
5751,Turkish
5752,English
5753,English
5753,Hindi
5753,Spanish
5754,German
5754,French
5754,English
5755,English
5756,English
5757,English
5758,French
5759,English
5760,English
5761,English
5761,Italian
5762,Hindi
5763,English
5763,Spanish
5764,English
5765,English
5766,English
5767,English
5768,English
5769,Italian
5769,Hungarian
5769,Latin
5770,Spanish
